verdict,pair,ledger,recorded_bids,recorded_asks,rebuilt_bids,rebuilt_asks,levels_match,prices_match,amounts_match,risk_match,offers_carried,offers_changed_after_target,offers_gone_unresolved,requests,explanation,error,recording,methodology_version,recorded_at,rebuilt_at,elapsed_seconds
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302908,65,89,63,59,no,no,yes,no,132,28,1,4,"level counts differ: recorded 65 bid / 89 ask, rebuilt 63 bid / 59 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302908.json.gz,1.0.8-draft,2026-09-06T15:55:28Z,2026-09-06T16:00:35Z,307.588
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302908,21,17,21,13,no,no,yes,no,39,4,0,3,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302908.json.gz,1.0.8-draft,2026-09-06T15:55:29Z,2026-09-06T16:00:37Z,308.109
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302909,11,5,8,5,no,no,yes,no,18,5,0,4,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302909.json.gz,1.0.8-draft,2026-09-06T15:55:29Z,2026-09-06T16:00:38Z,309.344
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302909,6,23,6,23,yes,yes,yes,yes,30,0,0,5,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302909.json.gz,1.0.8-draft,2026-09-06T15:55:30Z,2026-09-06T16:00:39Z,309.602
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302909,35,5,35,5,yes,yes,yes,yes,41,0,0,4,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302909.json.gz,1.0.8-draft,2026-09-06T15:55:30Z,2026-09-06T16:00:40Z,310.884
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302909,55,200,40,313,no,no,yes,yes,481,16,0,3,"level counts differ: recorded 55 bid / 200 ask, rebuilt 40 bid / 313 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302909.json.gz,1.0.8-draft,2026-09-06T15:55:31Z,2026-09-06T16:00:42Z,311.15
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302909,15,11,14,11,no,no,yes,no,29,1,0,3,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302909.json.gz,1.0.8-draft,2026-09-06T15:55:31Z,2026-09-06T16:00:44Z,313.194
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,200,200,725,1151,yes,no,yes,yes,4363,44,13,14,"bid 0 price differs: recorded 2500000/13603101, rebuilt 229541/1250000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:28Z,2026-09-06T16:02:28Z,300.007
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,66,86,55,56,no,no,yes,no,121,42,1,1,"level counts differ: recorded 66 bid / 86 ask, rebuilt 55 bid / 56 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:28Z,2026-09-06T16:02:35Z,307.382
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,21,17,20,13,no,no,yes,no,38,5,0,1,"level counts differ: recorded 21 bid / 17 ask, rebuilt 20 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:29Z,2026-09-06T16:02:36Z,307.903
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,11,5,8,5,no,no,yes,no,18,5,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:29Z,2026-09-06T16:02:38Z,309.426
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:30Z,2026-09-06T16:02:40Z,310.133
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:30Z,2026-09-06T16:02:41Z,311.391
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,54,200,40,296,no,no,yes,yes,464,35,0,1,"level counts differ: recorded 54 bid / 200 ask, rebuilt 40 bid / 296 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:31Z,2026-09-06T16:02:42Z,311.66
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302930,15,11,14,10,no,no,yes,no,28,2,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302930.json.gz,1.0.8-draft,2026-09-06T15:57:31Z,2026-09-06T16:02:44Z,313.718
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302951,200,200,724,1153,yes,no,yes,yes,4366,44,5,4,"bid 0 price differs: recorded 391474153/2129870716, rebuilt 229541/1250000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302951.json.gz,1.0.8-draft,2026-09-06T15:59:28Z,2026-09-06T16:04:28Z,300.007
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302951,66,85,55,61,no,no,yes,no,127,36,0,0,"level counts differ: recorded 66 bid / 85 ask, rebuilt 55 bid / 61 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302951.json.gz,1.0.8-draft,2026-09-06T15:59:28Z,2026-09-06T16:04:35Z,307.891
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302951,21,17,20,13,no,no,yes,no,38,5,0,2,"level counts differ: recorded 21 bid / 17 ask, rebuilt 20 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302951.json.gz,1.0.8-draft,2026-09-06T15:59:29Z,2026-09-06T16:04:37Z,308.419
MATCH,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302952,11,5,11,5,yes,yes,yes,yes,23,0,0,1,,,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302952.json.gz,1.0.8-draft,2026-09-06T15:59:29Z,2026-09-06T16:04:38Z,309.922
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302952,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302952.json.gz,1.0.8-draft,2026-09-06T15:59:30Z,2026-09-06T16:04:40Z,310.577
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302952,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302952.json.gz,1.0.8-draft,2026-09-06T15:59:30Z,2026-09-06T16:04:41Z,311.834
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302952,51,200,43,292,no,no,yes,yes,462,37,0,1,"level counts differ: recorded 51 bid / 200 ask, rebuilt 43 bid / 292 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302952.json.gz,1.0.8-draft,2026-09-06T15:59:31Z,2026-09-06T16:04:43Z,312.1
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302952,15,11,14,10,no,no,yes,no,28,2,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302952.json.gz,1.0.8-draft,2026-09-06T15:59:31Z,2026-09-06T16:04:45Z,314.15
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302972,200,200,717,1137,yes,no,yes,yes,4342,69,10,2,"bid 0 price differs: recorded 2500000/13603101, rebuilt 229541/1250000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302972.json.gz,1.0.8-draft,2026-09-06T16:01:28Z,2026-09-06T16:06:28Z,300.006
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302972,67,84,51,77,no,no,yes,no,139,24,0,1,"level counts differ: recorded 67 bid / 84 ask, rebuilt 51 bid / 77 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302972.json.gz,1.0.8-draft,2026-09-06T16:01:28Z,2026-09-06T16:06:35Z,307.924
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302972,21,17,20,13,no,no,yes,no,38,5,0,1,"level counts differ: recorded 21 bid / 17 ask, rebuilt 20 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302972.json.gz,1.0.8-draft,2026-09-06T16:01:29Z,2026-09-06T16:06:37Z,308.438
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302972,11,5,10,5,no,no,yes,no,20,3,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 10 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302972.json.gz,1.0.8-draft,2026-09-06T16:01:29Z,2026-09-06T16:06:39Z,310.002
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302972,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302972.json.gz,1.0.8-draft,2026-09-06T16:01:30Z,2026-09-06T16:06:40Z,310.566
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302973,35,5,35,5,yes,yes,yes,yes,41,0,0,0,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302973.json.gz,1.0.8-draft,2026-09-06T16:01:30Z,2026-09-06T16:06:41Z,311.812
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302973,55,200,53,299,no,no,yes,yes,479,20,0,2,"level counts differ: recorded 55 bid / 200 ask, rebuilt 53 bid / 299 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302973.json.gz,1.0.8-draft,2026-09-06T16:01:31Z,2026-09-06T16:06:43Z,312.065
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302973,15,11,14,10,no,no,yes,no,28,2,0,0,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302973.json.gz,1.0.8-draft,2026-09-06T16:01:31Z,2026-09-06T16:06:45Z,314.098
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,200,200,731,1133,yes,no,yes,yes,4350,66,21,5,"bid 0 price differs: recorded 625000/3400463, rebuilt 229541/1250000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:28Z,2026-09-06T16:08:28Z,300.006
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,67,84,51,68,no,no,yes,no,130,30,1,0,"level counts differ: recorded 67 bid / 84 ask, rebuilt 51 bid / 68 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:28Z,2026-09-06T16:08:36Z,308.19
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,21,17,20,13,no,no,yes,no,38,5,0,2,"level counts differ: recorded 21 bid / 17 ask, rebuilt 20 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:29Z,2026-09-06T16:08:37Z,308.924
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,11,5,8,5,no,no,yes,no,18,5,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:29Z,2026-09-06T16:08:39Z,310.425
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,6,23,6,23,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:30Z,2026-09-06T16:08:40Z,310.932
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:30Z,2026-09-06T16:08:42Z,312.184
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302994,55,200,53,314,no,no,yes,yes,494,5,0,1,"level counts differ: recorded 55 bid / 200 ask, rebuilt 53 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302994.json.gz,1.0.8-draft,2026-09-06T16:03:31Z,2026-09-06T16:08:43Z,312.69
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302995,15,11,14,10,no,no,yes,no,28,2,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 10 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302995.json.gz,1.0.8-draft,2026-09-06T16:03:31Z,2026-09-06T16:08:45Z,314.74
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303015,200,200,731,1133,yes,no,yes,yes,4350,58,19,0,"bid 0 price differs: recorded 2500000/13601741, rebuilt 916317/5000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64303015.json.gz,1.0.8-draft,2026-09-06T16:05:28Z,2026-09-06T16:10:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303015,67,84,51,58,no,no,yes,no,120,46,1,0,"level counts differ: recorded 67 bid / 84 ask, rebuilt 51 bid / 58 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64303015.json.gz,1.0.8-draft,2026-09-06T16:05:28Z,2026-09-06T16:10:36Z,308.795
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303016,21,17,21,13,no,no,yes,no,39,4,0,0,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64303016.json.gz,1.0.8-draft,2026-09-06T16:05:29Z,2026-09-06T16:10:38Z,309.525
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303016,11,5,8,5,no,no,yes,no,18,5,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64303016.json.gz,1.0.8-draft,2026-09-06T16:05:29Z,2026-09-06T16:10:39Z,310.926
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303016,6,23,6,23,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64303016.json.gz,1.0.8-draft,2026-09-06T16:05:30Z,2026-09-06T16:10:41Z,311.291
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303016,35,5,35,5,yes,yes,yes,yes,41,0,0,0,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64303016.json.gz,1.0.8-draft,2026-09-06T16:05:30Z,2026-09-06T16:10:42Z,312.826
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303016,55,200,53,314,no,no,yes,yes,495,4,0,0,"level counts differ: recorded 55 bid / 200 ask, rebuilt 53 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64303016.json.gz,1.0.8-draft,2026-09-06T16:05:31Z,2026-09-06T16:10:44Z,313.566
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64303016,15,11,14,11,no,no,yes,no,29,1,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64303016.json.gz,1.0.8-draft,2026-09-06T16:05:31Z,2026-09-06T16:10:46Z,315.665
