day,sample_source,target_ledger,sampled_at_utc,sample_offset_seconds,bids,asks,resting_offers,missing_offer_ids,fold_complete,crossed,known_removals,price_source,p0,best_bid,best_ask,spread_pct,best_bid_amount,best_ask_amount,bid_amount_total,ask_amount_total,depth_buy_0.02,depth_sell_0.02,depth_buy_0.05,depth_sell_0.05,depth_buy_0.1,depth_sell_0.1,mc_cost_0.5,mc_target_0.5,mc_reachable_0.5,mc_cost_1,mc_target_1,mc_reachable_1,mc_cost_10,mc_target_10,mc_reachable_10,mc_cost_100,mc_target_100,mc_reachable_100,max_reachable_price,cost_to_max_reachable_price,band,band_confidence,flags,unevaluated_flags,methodology_version,data_source
2026-02-13,trades-csv,61206579,2026-02-13T00:19:24Z,1164,15,4,19,3,false,false,1822775941,book,1.057116999999,1.0566412973490005,1.0575927026489995,0.08999999999999054030916161,5282.7921476329567476006186932884,4986.686389,208611.2806334245484665301891691842,206712.372596,219294.82149658091287939031106,219015.69785150000001043578669148940298541025070059,219294.82149658091287939031106,219015.69785150000001043578669148940298541025070059,219294.82149658091287939031106,219015.69785150000001043578669148940298541025070059,219294.82149658091287939031106,1.5856754999985,true,219294.82149658091287939031106,2.114233999998,true,219294.82149658091287939031106,11.628286999989,true,219294.82149658091287939031106,106.768816999899,true,2147483647,219294.82149658091287939031106,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-14,trades-csv,61221451,2026-02-14T00:21:36Z,1296,15,4,19,3,false,false,1822775941,book,1.057208999999,1.0567332559490004,1.0576847440489996,0.09000000000000945886764113,4847.5580695145866792707477245775,5042.1955191,214160.8296969678163523907771708582,215268.6680822,228394.81476879872306224534506,224870.60938930000012845409911084433249847300029976,228394.81476879872306224534506,224870.60938930000012845409911084433249847300029976,228394.81476879872306224534506,224870.60938930000012845409911084433249847300029976,228394.81476879872306224534506,1.5858134999985,true,228394.81476879872306224534506,2.114417999998,true,228394.81476879872306224534506,11.629298999989,true,228394.81476879872306224534506,106.778108999899,true,2147483647,228394.81476879872306224534506,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-15,trades-csv,61236743,2026-02-15T01:04:33Z,3873,15,4,19,3,false,false,1822775941,book,1.057303,1.05682721365,1.05777878635,0.09,5071.8658364101826045177862202115,4952.0127847,207958.8371614899411661959678586697,200515.3987029,212759.7705144290683472785161,218368.66718719999998234799395044762474214662495517,212759.7705144290683472785161,218368.66718719999998234799395044762474214662495517,212759.7705144290683472785161,218368.66718719999998234799395044762474214662495517,212759.7705144290683472785161,1.5859545,true,212759.7705144290683472785161,2.114606,true,212759.7705144290683472785161,11.630333,true,212759.7705144290683472785161,106.787603,true,2147483647,212759.7705144290683472785161,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-16,trades-csv,61250942,2026-02-16T00:08:17Z,497,16,4,20,3,false,false,1822775941,book,1.05730304378197025,1.0568273012139405,1.05777878635,0.0899917144526549485694886,0.0000000946228394034990393264,4919.9124591,211568.5363311100749347729351045828,204574.9206536,217063.8333106303076387895396,222168.40536789999998190686023075877038160268463437,217063.8333106303076387895396,222168.40536789999998190686023075877038160268463437,217063.8333106303076387895396,222168.40536789999998190686023075877038160268463437,217063.8333106303076387895396,1.585954565672955375,true,217063.8333106303076387895396,2.1146060875639405,true,217063.8333106303076387895396,11.63033348160167275,true,217063.8333106303076387895396,106.78760742197899525,true,2147483647,217063.8333106303076387895396,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-17,trades-csv,61265749,2026-02-17T00:15:32Z,932,16,4,20,3,false,false,1822775941,book,1.05748199999899995,1.0570061330990004,1.0579578668989995,0.09000000000000000425539158,5215.2218917008790418979401362649,4826.5463584,212467.9615702623837655967592013285,212347.2653157,225355.04747772619191246588375,223145.62569110000003279207848873455390587352683355,225355.04747772619191246588375,223145.62569110000003279207848873455390587352683355,225355.04747772619191246588375,223145.62569110000003279207848873455390587352683355,225355.04747772619191246588375,1.586222999998499925,true,225355.04747772619191246588375,2.1149639999979999,true,225355.04747772619191246588375,11.63230199998899945,true,225355.04747772619191246588375,106.80568199989899495,true,2147483647,225355.04747772619191246588375,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-18,trades-csv,61280403,2026-02-18T00:00:35Z,35,16,4,20,3,false,false,1822775941,book,1.0575089999995,1.0570331209495003,1.0579848790494997,0.08999999999998581572355412,5185.7258489461065809093868563793,4912.7180886,206667.748034239049860374590372433,202274.1383314,214668.96155771275117590947314,217046.10409669999997685580486990132301182264186314,214668.96155771275117590947314,217046.10409669999997685580486990132301182264186314,214668.96155771275117590947314,217046.10409669999997685580486990132301182264186314,214668.96155771275117590947314,1.58626349999925,true,214668.96155771275117590947314,2.115017999999,true,214668.96155771275117590947314,11.6325989999945,true,214668.96155771275117590947314,106.8084089999495,true,2147483647,214668.96155771275117590947314,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-19,trades-csv,61295329,2026-02-19T00:08:18Z,498,16,5,21,3,false,false,1822775941,book,1.05760902987475,1.0571690597495,1.058049,0.08320090181191145176960328,5005.1462951950080206828325837245,19,204158.7927824622896626918873656852,209795.5051848,222683.56090008882168769800152,214425.22266099999989875481175302036533336523348541,222683.56090008882168769800152,214425.22266099999989875481175302036533336523348541,222683.56090008882168769800152,214425.22266099999989875481175302036533336523348541,222683.56090008882168769800152,1.586413544812125,true,222683.56090008882168769800152,2.1152180597495,true,222683.56090008882168769800152,11.63369932862225,true,222683.56090008882168769800152,106.81851201734975,true,2147483647,222683.56090008882168769800152,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-20,trades-csv,61310263,2026-02-20T00:11:28Z,688,16,5,21,3,false,false,1822775941,book,1.0577359999995,1.0572600187995003,1.0582119811994997,0.08999999999998581876763199,5093.6802626046160586150421869147,5217.6857323,210603.8343529065031404305655041479,201162.9678906,213534.75564999208869678730724,221242.67221829999995697952409831381100915745808334,213534.75564999208869678730724,221242.67221829999995697952409831381100915745808334,213534.75564999208869678730724,221242.67221829999995697952409831381100915745808334,213534.75564999208869678730724,1.58660399999925,true,213534.75564999208869678730724,2.115471999999,true,213534.75564999208869678730724,11.6350959999945,true,213534.75564999208869678730724,106.8313359999495,true,2147483647,213547.28193064991699678730724,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-21,trades-csv,61325141,2026-02-21T00:06:22Z,382,16,4,20,3,false,false,1822775941,book,1.05782,1.057343981,1.058296019,0.09,4876.4611515767450138821001147781,5135.3752583,203438.7276463492138865477309144491,210732.7672473,223706.6673408806018903,213700.84012959999999999999995478606047809821963437,223706.6673408806018903,213700.84012959999999999999995478606047809821963437,223706.6673408806018903,213700.84012959999999999999995478606047809821963437,223706.6673408806018903,1.58673,true,223706.6673408806018903,2.11564,true,223706.6673408806018903,11.63602,true,223706.6673408806018903,106.83982,true,2147483647,223706.6673408806018903,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-22,trades-csv,61340172,2026-02-22T00:01:24Z,84,17,5,22,3,false,false,1822775941,book,1.05790300000000005,1.0574269436500001,1.05837905635,0.0899999999999905430838177,5055.0361110991911073893461371637,4872.5247297,212492.602004908749877434436725455,214262.007892,227479.654518848256045675,223262.49123559999997773606936820393840791163650622,227479.654518848256045675,223262.49123559999997773606936820393840791163650622,227479.654518848256045675,223262.49123559999997773606936820393840791163650622,227479.654518848256045675,1.586854500000000075,true,227479.654518848256045675,2.1158060000000001,true,227479.654518848256045675,11.63693300000000055,true,227609.717228143279405675,106.84820300000000505,true,2147483647,227609.717228143279405675,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
,flag,61340262,,0,14,2,16,3,false,false,1822775941,book,53.8971414,1.057,106.7372828,196.07771405850477999562329293,0.0001,1.2185312,694.0470976439180696894086544513,1.2185314,0,0,0,0,0,0,0,80.8457121,true,130.06270929502336,107.7942828,true,130.06270929502336,592.8685554,true,130.06270929502336,5443.6112814,true,2147483647,130.06270929502336,CRITICAL,partial,MANIPULATION_CHEAP SPREAD_EXTREME THIN_DEPTH_5PCT ZERO_DEPTH_2PCT,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
,flag,61340263,,0,14,2,16,3,false,false,1822775941,book,53.8971414,1.057,106.7372828,196.07771405850477999562329293,0.0001,1.1684309,694.0470976439180696894086544513,1.1684311,0,0,0,0,0,0,0,80.8457121,true,124.71513940555852,107.7942828,true,124.71513940555852,592.8685554,true,124.71513940555852,5443.6112814,true,2147483647,124.71513940555852,CRITICAL,partial,MANIPULATION_CHEAP SPREAD_EXTREME THIN_DEPTH_5PCT ZERO_DEPTH_2PCT,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-23,trades-csv,61355036,2026-02-23T00:00:33Z,33,19,6,25,3,false,false,1822775941,book,1.05796898264074305,1.0575149573678337,1.0584230079136524,0.08582959998998844024912522,0.0000000945613102711105832421,0.0000009,211174.1732607290492920361619688903,203884.5556412,216472.48005322533199944422238,221886.73947489999998436819280101566778791506808147,216472.48005322533199944422238,221886.73947489999998436819280101566778791506808147,216472.48005322533199944422238,221886.73947489999998436819280101566778791506808147,216472.48005322533199944422238,1.586953473961114575,true,216472.48005322533199944422238,2.1159379652814861,true,216472.48005322533199944422238,11.63765880904817355,true,216597.19519263089051944422238,106.85486724671504805,true,2147483647,216597.19519263089051944422238,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-24,trades-csv,61369919,2026-02-24T00:00:10Z,10,19,9,28,3,false,false,1822775941,book,1.05798444900632655,1.0575458900990007,1.0584230079136524,0.08290460369956297900127692,5153.2223305126053495520520660171,0.0000009,212032.7662961031355261631529216345,208640.3429585,221298.88633549247714139725145,222799.62265730000003216782885795759719843599504715,221298.88633549247714139725145,222799.62265730000003216782885795759719843599504715,221298.88633549247714139725145,222799.62265730000003216782885795759719843599504715,221298.88633549247714139725145,1.586976673509489825,true,221298.88633549247714139725145,2.1159688980126531,true,221298.88633549247714139725145,11.63782893906959205,true,229129.44817489803566139725145,106.85642934963898155,true,2147483647,274542.61341362040256139725145,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-25,trades-csv,61385497,2026-02-25T00:58:31Z,3511,19,10,29,3,false,false,1822775941,book,1.05807091008157635,1.0577188122495003,1.0584230079136524,0.06655467582014962727891171,5240.2778158138205764610914976713,0.0000009,205718.2071761806589597315803989601,212416.8141805,225347.32091865246080769876159,216185.57136210000000312806170470079957573805769853,225347.32091865246080769876159,216185.57136210000000312806170470079957573805769853,225347.32091865246080769876159,216185.57136210000000312806170470079957573805769853,225347.32091865246080769876159,1.587106365122364525,true,225347.32091865246080769876159,2.1161418201631527,true,225347.32091865246080769876159,11.63878001089733985,true,233177.88275805801932769876159,106.86516191823921135,true,2147483647,278591.04799678038622769876159,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-26,trades-csv,61400035,2026-02-26T00:23:34Z,1414,20,9,29,3,false,false,1822775941,book,1.0581168893818262,1.05781077085,1.0584230079136524,0.05786100475251666872048634,4894.6482075802168515954765538168,0.0000009,207653.8731610309856019186018040461,201569.5450949,213845.07385883313611517728716,218238.45323310000001603186010621613030478723402275,213845.07385883313611517728716,218238.45323310000001603186010621613030478723402275,213845.07385883313611517728716,218238.45323310000001603186010621613030478723402275,213845.07385883313611517728716,1.5871753340727393,true,213845.07385883313611517728716,2.1162337787636524,true,213845.07385883313611517728716,11.6392857832000882,true,221675.63569823869463517728716,106.8698058275644462,true,2147483647,267088.80093696106153517728716,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
2026-02-27,trades-csv,61415216,2026-02-27T00:45:26Z,2726,21,9,30,3,false,false,1822775941,book,1.0581488749818262,1.05787474205,1.0584230079136524,0.05181367921048127697837929,4901.1569396700296235672631050302,0.0000009,213137.5844320692110367642039328957,202091.7229427,214412.78813104192178781728716,224041.55699949999999045787031308081221079611017595,214412.78813104192178781728716,224041.55699949999999045787031308081221079611017595,214412.78813104192178781728716,224041.55699949999999045787031308081221079611017595,214412.78813104192178781728716,1.5872233124727393,true,214412.78813104192178781728716,2.1162977499636524,true,214412.78813104192178781728716,11.6396376248000882,true,222243.34997044748030781728716,106.8730363731644462,true,2147483647,267656.51520916984720781728716,LOW,partial,,HOLDER_CONCENTRATION_EXTREME HOLDER_CONCENTRATION_HIGH MANIPULATION_RATIO_LOW NO_GENUINE_TRADE_30D NO_GENUINE_TRADE_7D WASH_TRADE_SUSPECTED,1.0.8-draft,offers-implied
