open_at,close_at,open_ledger,close_ledger,seconds
2026-02-10T13:12:48Z,2026-02-10T13:13:13Z,61170150,61170154,25.0
2026-02-10T14:12:46Z,2026-02-10T14:13:14Z,61170767,61170772,28.0
2026-02-10T15:12:45Z,2026-02-10T15:13:19Z,61171383,61171389,34.0
2026-02-10T16:12:45Z,2026-02-10T16:13:18Z,61172000,61172005,33.0
2026-02-10T17:12:46Z,2026-02-10T17:13:16Z,61172617,61172622,30.0
2026-02-10T18:12:44Z,2026-02-10T18:13:19Z,61173232,61173238,35.0
2026-02-10T19:12:47Z,2026-02-10T19:13:18Z,61173850,61173855,31.0
2026-02-10T20:12:46Z,2026-02-10T20:13:16Z,61174464,61174469,30.0
2026-02-10T21:12:47Z,2026-02-10T21:13:17Z,61175081,61175086,30.0
2026-02-10T22:12:51Z,2026-02-10T22:13:20Z,61175695,61175700,29.0
2026-02-10T23:12:45Z,2026-02-10T23:13:19Z,61176312,61176318,34.0
2026-02-11T00:12:44Z,2026-02-11T00:13:18Z,61176929,61176935,34.0
2026-02-11T01:12:45Z,2026-02-11T01:13:19Z,61177547,61177553,34.0
2026-02-11T02:12:48Z,2026-02-11T02:13:18Z,61178164,61178169,30.0
2026-02-11T03:12:48Z,2026-02-11T03:13:17Z,61178781,61178786,29.0
2026-02-11T04:12:49Z,2026-02-11T04:13:16Z,61179399,61179404,27.0
2026-02-11T05:12:49Z,2026-02-11T05:13:14Z,61180017,61180021,25.0
2026-02-11T06:12:44Z,2026-02-11T06:13:19Z,61180633,61180639,35.0
2026-02-11T07:12:45Z,2026-02-11T07:13:14Z,61181251,61181256,29.0
2026-02-11T08:12:47Z,2026-02-11T08:13:16Z,61181868,61181873,29.0
2026-02-11T09:12:49Z,2026-02-11T09:13:17Z,61182482,61182487,28.0
2026-02-11T10:12:45Z,2026-02-11T10:13:16Z,61183098,61183103,31.0
2026-02-11T11:12:48Z,2026-02-11T11:13:17Z,61183719,61183724,29.0
2026-02-11T12:12:48Z,2026-02-11T12:13:18Z,61184341,61184346,30.0
2026-02-11T13:12:45Z,2026-02-11T13:13:13Z,61184966,61184971,28.0
2026-02-11T14:12:48Z,2026-02-11T14:13:17Z,61185588,61185593,29.0
2026-02-11T15:12:48Z,2026-02-11T15:13:16Z,61186202,61186207,28.0
2026-02-11T16:12:49Z,2026-02-11T16:13:19Z,61186818,61186823,30.0
2026-02-11T17:12:47Z,2026-02-11T17:13:16Z,61187436,61187441,29.0
2026-02-11T18:12:49Z,2026-02-11T18:13:19Z,61188051,61188056,30.0
2026-02-11T19:12:48Z,2026-02-11T19:13:17Z,61188667,61188672,29.0
2026-02-11T20:12:44Z,2026-02-11T20:13:16Z,61189282,61189287,32.0
2026-02-11T21:12:44Z,2026-02-11T21:13:14Z,61189895,61189900,30.0
2026-02-11T22:12:45Z,2026-02-11T22:13:14Z,61190512,61190517,29.0
2026-02-11T23:12:49Z,2026-02-11T23:13:13Z,61191132,61191136,24.0
2026-02-12T00:12:49Z,2026-02-12T00:13:17Z,61191746,61191751,28.0
2026-02-12T01:12:43Z,2026-02-12T01:13:19Z,61192366,61192372,36.0
